wht_profile_tin_active,wht_profile_years_on_register,wht_profile_is_profile_complete,wht_profile_director_tin_coverage_ratio,wht_profile_has_all_director_tins,wht_vat_is_vat_registered,wht_vat_efris_usage_ratio,wht_vat_efris_fully_compliant,wht_wht_is_wht_registered,wht_wht_is_designated_agent,wht_wht_filing_compliance_ratio,wht_wht_avg_payment_delay_days,wht_wht_supplier_tin_coverage_ratio,wht_wht_missing_supplier_tins_count,wht_profile_overall_filing_compliance_ratio,wht_profile_late_returns_last_12m,wht_profile_max_days_late_return,wht_pay_tax_payment_compliance_ratio_12m,wht_pay_domestic_tax_paid_12m,wht_pay_is_small_taxpayer,wht_pay_meets_minimum_payment_threshold,wht_penalty_underestimation_flag_5y,wht_penalty_underestimation_count_5y,wht_penalty_underestimation_amount_5y,wht_enforce_has_outstanding_liability,wht_enforce_on_installment_plan_flag,wht_enforce_enforcement_actions_count_5y,wht_enforce_recent_enforcement_flag,wht_investig_investigation_flag,wht_investig_investigation_count,wht_investig_last_investigation_recency_days,wht_profit_years_of_consecutive_loss,wht_profit_loss_to_turnover_ratio,wht_composite_overall_compliance_score,wht_composite_enforcement_risk_score,wht_composite_transparency_score,wht_composite_stability_score,wht_rule_any_fatal_legal_failure,label_safe_to_exempt
True,5,True,0.616,False,True,0.911,False,True,False,0.524,20.5,0.889,0,0.886,0,0,0.856,16238752.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.334,83.9,0.0,75.8,60.7,False,0
True,4,True,0.854,False,True,0.951,True,True,False,0.908,5.2,0.885,3,0.889,0,0,0.979,16866621.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,92.1,0.0,87.4,69.1,False,1
True,6,False,0.909,False,False,0.071,False,True,False,0.964,12.5,0.655,4,0.808,4,43,0.763,21609836.0,False,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,66.7,0.0,53.3,77.5,True,0
True,18,True,0.971,True,True,0.822,False,False,False,0.631,7.9,0.919,0,0.965,1,10,0.842,69366089.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.463,87.1,0.0,84.0,79.9,False,1
True,12,True,0.565,True,False,0.069,False,True,True,0.882,6.4,0.802,3,0.84,2,38,0.853,66517156.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.111,78.5,0.0,71.0,84.7,False,0
True,11,True,0.935,False,True,0.974,True,True,False,0.874,16.8,0.563,6,0.909,1,11,0.751,16856231.0,True,False,False,0,0.0,False,False,1,True,False,0,0,0,0.0,78.5,28.0,78.1,93.1,False,0
True,6,True,0.874,False,True,0.868,False,True,False,0.881,4.3,0.612,4,0.938,1,8,0.834,68222278.0,True,True,False,0,0.0,False,False,0,False,False,0,0,3,0.392,85.9,0.0,77.5,57.7,False,0
True,11,True,0.571,False,True,0.832,False,True,False,0.976,3.4,0.927,2,0.847,5,18,0.864,81289941.0,False,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,72.4,0.0,82.8,95.8,False,1
True,8,True,0.852,False,True,0.835,False,True,True,0.801,6.1,0.836,3,0.926,0,0,0.928,301899120.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.125,91.7,0.0,87.7,74.9,False,0
True,10,True,0.92,False,True,0.931,False,True,False,0.88,10.1,0.734,4,0.755,1,39,0.807,70281013.0,False,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,73.6,0.0,81.0,95.5,False,1
True,8,True,0.877,False,False,0.028,False,True,False,0.942,5.6,0.799,2,0.924,1,39,0.911,46181771.0,False,True,False,0,0.0,True,False,0,False,False,0,0,3,0.289,88.4,25.0,83.1,67.6,False,0
True,12,True,0.987,False,True,0.649,False,True,False,0.837,9.7,0.94,0,1.0,0,0,0.706,27076741.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.24,85.2,0.0,93.3,83.9,False,1
True,7,True,0.745,False,True,0.975,True,True,False,0.733,27.8,0.826,2,0.814,0,0,1.0,205639286.0,False,True,False,0,0.0,False,False,1,True,False,0,0,1,0.221,85.1,28.0,82.0,75.8,False,0
True,8,True,0.846,False,True,0.986,True,True,False,0.996,1.0,0.863,2,1.0,0,0,0.96,60604255.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.152,98.0,0.0,88.0,71.5,False,1
True,5,True,0.943,True,True,0.703,False,True,True,1.0,7.2,0.863,2,0.901,1,43,0.798,40134755.0,True,False,True,1,9258579.0,False,False,0,False,False,0,0,2,0.067,81.8,25.0,79.1,64.9,False,0
True,10,True,0.84,True,True,0.853,False,False,False,0.682,17.3,0.783,3,0.955,0,0,0.972,29438210.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.197,93.4,0.0,82.3,85.1,False,1
True,19,True,0.911,False,True,0.954,True,True,False,0.758,13.9,0.632,4,0.617,4,30,0.556,407754428.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.072,46.6,0.0,82.7,88.7,False,1
True,11,True,0.885,False,True,0.856,False,True,False,1.0,2.5,0.799,3,0.826,1,28,0.805,4792531.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.271,78.8,0.0,84.9,72.2,False,1
True,7,True,0.932,False,True,0.925,False,False,False,0.419,15.8,0.82,0,0.709,2,19,0.837,59289438.0,False,True,True,2,16573528.0,False,False,1,False,False,0,0,2,0.255,69.0,53.0,89.2,68.8,False,0
True,8,True,0.992,False,True,0.839,False,False,False,0.461,13.3,0.889,4,0.772,2,39,0.936,36300460.0,False,True,True,1,6164959.0,False,False,0,False,False,0,0,1,0.263,77.4,25.0,75.3,75.8,False,1
True,12,True,0.75,False,True,0.802,False,True,False,0.895,4.7,0.917,1,0.927,2,7,0.857,43319541.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.471,83.8,0.0,83.9,70.9,False,0
True,6,True,0.787,False,True,0.842,False,True,False,0.761,22.7,0.919,3,0.839,2,12,0.708,327399353.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.259,69.2,0.0,85.2,63.6,False,0
True,4,True,0.867,False,True,0.875,False,True,False,0.765,7.5,0.853,2,0.784,2,15,0.97,17104674.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,80.5,0.0,80.4,69.1,False,1
True,11,True,0.952,False,True,0.87,False,True,False,0.944,3.7,0.794,3,1.0,0,0,1.0,27998479.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.07,99.4,0.0,85.6,80.2,False,1
True,12,True,0.807,False,True,0.913,False,True,True,0.599,18.5,0.751,2,0.727,2,38,0.847,135215912.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.258,70.0,0.0,72.6,82.2,False,0
True,3,True,0.945,False,True,0.796,False,False,False,0.603,12.9,0.796,1,0.927,1,9,0.637,9500632.0,True,False,False,0,0.0,True,True,0,False,False,0,0,0,0.0,75.0,15.0,86.6,64.1,False,1
True,12,True,0.719,False,False,0.039,False,True,False,0.739,7.5,0.551,6,0.812,3,36,0.819,14321420.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.219,72.8,0.0,71.2,83.4,False,0
True,3,False,0.75,False,True,0.812,False,True,False,0.508,20.2,0.921,2,0.825,1,17,0.774,21712353.0,True,False,True,2,12711581.0,False,False,1,False,False,0,0,2,0.183,74.3,53.0,60.6,52.9,True,0
True,5,True,0.714,True,False,0.0,False,False,False,0.652,24.6,0.838,3,0.896,1,37,0.877,12259314.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.262,82.1,0.0,74.1,54.0,False,0
True,9,True,0.705,False,False,0.0,False,False,False,0.49,11.5,0.793,4,1.0,0,0,0.858,100331005.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.13,91.7,0.0,69.2,80.9,False,1
True,19,True,0.746,False,True,0.91,False,False,False,0.466,15.9,0.88,4,0.773,1,28,0.867,107745333.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.065,76.4,0.0,84.9,86.6,False,0
True,17,False,0.448,False,False,0.0,False,True,True,0.809,6.7,0.858,1,0.772,1,7,0.618,11560199.0,True,False,True,1,3282851.0,False,False,0,False,False,0,0,2,0.397,66.6,25.0,35.9,74.5,True,0
True,0,True,0.876,False,False,0.039,False,False,False,0.628,9.5,0.931,1,0.943,0,0,0.892,630536250.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.131,90.4,0.0,85.1,51.9,False,1
True,0,True,0.842,False,True,0.661,False,True,False,0.909,3.2,0.801,0,0.991,0,0,0.93,347768770.0,False,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,95.8,0.0,88.2,58.2,False,0
True,7,True,0.713,False,True,0.905,False,True,True,0.821,6.4,0.736,3,0.726,4,44,0.707,76735229.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.14,60.7,0.0,77.0,68.2,False,0
True,17,True,0.982,True,True,1.0,True,True,False,0.759,13.4,0.83,1,0.969,0,0,0.556,6863991.0,True,False,False,0,0.0,True,True,0,False,False,0,0,2,0.149,76.0,15.0,87.1,79.9,False,1
True,3,True,0.86,False,False,0.0,False,True,False,0.7,17.0,0.931,1,0.974,0,0,0.741,3698168.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.398,84.1,0.0,85.9,40.6,False,0
True,0,True,0.904,False,False,0.0,False,True,False,0.875,6.1,0.821,5,0.871,0,0,0.774,123649404.0,True,True,True,2,28368914.0,False,False,0,False,False,0,0,1,0.049,81.7,25.0,80.6,51.2,False,0
True,8,True,0.846,False,True,0.828,False,True,False,0.935,3.1,0.816,2,0.609,4,7,0.887,43668665.0,False,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,62.9,0.0,87.1,86.7,False,1
True,14,True,0.927,False,True,0.97,True,True,True,0.94,9.6,0.537,8,0.868,2,44,0.738,12691698.0,True,False,False,0,0.0,False,False,1,True,False,0,0,1,0.354,74.3,28.0,78.6,79.8,False,0
True,18,True,0.884,False,True,1.0,True,True,False,0.771,7.2,0.804,1,0.95,0,0,0.834,13570127.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,88.6,0.0,86.1,92.7,False,1
True,15,True,0.9,False,False,0.0,False,True,False,0.921,8.1,0.812,0,1.0,0,0,0.881,38679364.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.154,93.3,0.0,82.9,78.7,False,1
True,1,True,0.841,True,True,0.971,True,False,False,0.428,14.0,0.754,8,1.0,0,0,0.986,9253551.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.271,97.1,0.0,77.6,45.3,False,0
True,18,True,0.63,False,False,0.029,False,True,True,0.488,21.2,0.818,0,0.927,0,0,0.978,22744212.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,91.5,0.0,77.5,93.6,False,1
False,0,True,0.985,False,True,0.891,False,True,False,0.867,15.7,0.687,4,0.796,1,22,0.866,24485519.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.353,77.7,0.0,82.5,40.9,True,0
True,4,True,0.725,False,True,0.893,False,True,True,0.63,11.4,0.936,1,0.919,0,0,0.934,38988246.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.197,90.7,0.0,87.3,61.6,False,1
True,16,True,0.813,False,False,0.0,False,False,False,0.467,15.7,0.901,2,0.96,0,0,0.887,64747976.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.328,90.1,0.0,82.2,79.2,False,0
True,19,True,0.699,False,True,0.796,False,True,False,0.781,11.0,0.514,10,0.915,0,0,0.874,45668622.0,False,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,87.8,0.0,67.9,94.8,False,0
True,7,True,0.777,False,True,0.861,False,True,False,0.781,5.1,0.85,5,1.0,0,0,0.827,89226352.0,False,True,False,0,0.0,True,False,0,False,False,0,0,2,0.15,91.4,25.0,79.6,72.2,False,0
True,19,True,0.946,False,False,0.064,False,True,True,0.955,6.9,0.928,1,0.852,2,40,0.809,96650059.0,False,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,77.1,0.0,91.8,96.1,False,1
True,4,True,0.902,False,True,0.787,False,True,True,0.711,15.4,0.87,0,0.654,2,32,0.764,83170562.0,False,True,False,0,0.0,False,False,1,True,False,0,0,2,0.075,62.8,28.0,89.6,61.9,False,1
True,7,True,0.981,False,True,0.844,False,True,False,0.853,7.4,0.716,3,0.918,0,0,0.771,20507270.0,False,True,False,0,0.0,False,False,1,False,False,0,0,3,0.118,83.9,28.0,80.8,66.5,False,0
True,2,True,0.927,False,False,0.0,False,False,False,0.501,16.3,0.886,1,1.0,0,0,0.987,21969284.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,96.7,0.0,88.4,61.6,False,1
True,4,True,0.706,False,False,0.051,False,True,False,0.769,18.8,0.756,2,0.877,1,8,0.71,21533576.0,True,False,False,0,0.0,True,True,2,True,False,0,0,3,0.262,74.5,51.0,79.7,51.0,False,0
True,19,True,0.621,False,True,0.914,False,False,False,0.645,8.3,0.875,3,0.743,0,0,0.735,41336271.0,False,True,False,0,0.0,True,False,0,False,False,0,0,0,0.0,72.5,25.0,76.9,94.6,False,0
True,10,True,0.933,False,True,0.808,False,True,False,0.713,11.3,0.649,4,0.732,1,30,0.837,155642676.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.198,73.6,0.0,84.5,87.9,False,0
True,12,True,0.827,False,True,0.927,False,True,False,0.722,24.5,0.888,0,0.959,1,3,0.934,220669516.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.05,88.2,0.0,85.0,92.2,False,0
False,4,True,0.85,False,True,0.895,False,True,True,0.983,10.5,0.894,3,0.809,0,0,0.947,6415315.0,True,False,False,0,0.0,True,True,0,False,False,0,0,3,0.265,85.4,15.0,80.8,48.9,True,0
True,4,True,0.892,False,True,0.956,True,True,False,0.764,28.3,0.562,3,0.752,1,10,0.894,10947019.0,True,False,False,0,0.0,False,False,0,False,False,0,0,2,0.23,74.4,0.0,75.8,54.6,False,1
True,18,True,0.8,False,False,0.051,False,False,False,0.727,8.3,0.688,3,0.935,0,0,0.694,13360439.0,True,False,False,0,0.0,True,True,0,False,False,0,0,1,0.047,81.3,15.0,70.2,87.5,False,1
True,15,True,0.956,False,True,1.0,True,False,False,0.666,16.0,0.8,3,0.587,2,19,0.651,212205185.0,False,True,False,0,0.0,True,True,0,False,False,0,0,1,0.155,53.9,15.0,80.3,89.5,False,0
True,17,True,0.939,False,False,0.0,False,True,False,0.914,6.2,0.872,4,0.82,3,21,0.893,100195319.0,False,True,False,0,0.0,False,False,1,False,False,0,0,3,0.321,76.8,28.0,83.8,76.1,False,1
True,10,True,0.863,False,True,0.968,True,True,True,0.756,9.7,0.659,2,0.885,1,43,0.808,31451259.0,True,False,True,3,17501937.0,True,True,0,False,False,0,0,1,0.2,80.9,40.0,81.7,85.1,False,0
True,11,True,0.789,False,True,0.951,True,True,False,0.844,7.3,0.847,3,0.919,0,0,0.952,664329012.0,False,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,92.2,0.0,84.5,99.3,False,1
True,12,True,0.929,False,False,0.0,False,True,False,0.815,14.3,0.897,1,0.911,0,0,0.975,29332580.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.257,91.6,0.0,77.4,75.6,False,1
True,18,True,0.731,False,True,0.926,False,True,False,0.628,13.2,0.872,0,0.856,0,0,0.999,120574581.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.333,89.8,0.0,85.2,76.1,False,0
True,8,True,0.783,False,False,0.0,False,True,False,0.955,4.4,0.889,2,0.891,0,0,0.822,36034264.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.17,85.3,0.0,80.0,70.1,False,1
True,11,False,0.956,True,True,0.914,False,True,False,0.822,10.1,0.757,2,0.943,0,0,0.591,144769522.0,False,True,False,0,0.0,True,True,3,False,False,0,0,3,0.25,76.8,59.0,58.6,78.5,True,0
True,4,False,0.905,False,True,0.836,False,False,False,0.31,29.2,0.8,3,0.846,3,30,0.698,247573472.0,False,True,True,3,39416810.0,False,False,0,False,False,0,0,0,0.0,65.6,25.0,62.9,73.6,True,0
True,0,True,0.794,False,True,0.958,True,True,True,0.907,4.1,0.924,3,0.896,0,0,0.892,66826145.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.094,88.8,0.0,89.1,49.1,False,0
True,18,True,0.914,False,False,0.079,False,True,False,0.654,24.8,0.781,1,0.894,0,0,0.943,36474856.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.193,87.5,0.0,85.8,85.6,False,1
True,18,True,0.973,False,True,0.957,True,True,True,0.751,13.1,0.859,2,0.905,1,12,0.733,274015020.0,False,True,False,0,0.0,False,False,1,False,False,0,0,3,0.258,78.1,28.0,85.3,79.4,False,1
True,12,True,0.933,False,False,0.0,False,False,False,0.688,21.9,0.81,2,1.0,0,0,0.789,64687709.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.198,86.9,0.0,81.3,86.4,False,1
False,16,True,0.495,True,False,0.0,False,True,False,0.703,23.9,0.937,1,0.974,0,0,0.975,9023676.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.165,93.4,0.0,75.7,83.9,True,0
True,7,True,0.812,False,False,0.0,False,True,False,0.685,17.0,0.867,4,0.646,1,28,0.61,10435134.0,True,False,False,0,0.0,True,False,0,False,False,0,0,3,0.258,57.6,25.0,80.0,61.8,False,1
True,15,True,0.814,False,False,0.065,False,True,False,0.683,17.2,0.823,2,0.791,4,12,0.701,19747213.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.072,62.2,0.0,76.9,79.6,False,0
True,8,True,0.865,True,False,0.0,False,False,False,0.482,21.5,0.889,2,0.949,0,0,0.902,25597451.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,89.2,0.0,81.8,85.8,False,0
True,5,True,0.693,True,True,0.854,False,True,False,0.903,14.8,0.865,0,0.707,0,0,0.754,9008445.0,True,False,False,0,0.0,False,False,1,True,False,0,0,3,0.194,70.3,28.0,83.7,55.2,False,1
True,4,True,0.901,False,False,0.0,False,True,False,0.773,8.4,0.754,2,0.858,1,43,0.699,16746330.0,True,False,False,0,0.0,False,False,1,False,False,0,0,0,0.0,74.8,28.0,79.1,69.1,False,0
True,2,True,0.388,False,False,0.0,False,True,False,0.785,17.9,0.759,3,0.835,1,20,0.922,65870278.0,True,True,False,0,0.0,False,False,0,False,False,0,0,3,0.322,81.9,0.0,61.0,43.4,False,0
True,4,True,0.901,False,True,0.843,False,True,False,0.603,10.5,0.746,1,0.937,0,0,0.824,10662500.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,86.9,0.0,86.0,68.3,False,1
True,16,True,0.661,False,True,0.877,False,True,True,0.811,8.8,0.885,0,0.934,0,0,0.978,8647146.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.166,93.9,0.0,78.7,75.8,False,1
False,15,True,0.619,False,True,0.93,False,False,False,0.664,22.5,0.88,1,0.771,0,0,0.816,19169000.0,True,False,False,0,0.0,False,False,1,True,False,0,0,2,0.177,75.4,28.0,80.9,80.9,True,0
True,2,True,0.958,False,True,0.937,False,True,False,0.918,11.3,0.66,4,0.632,2,29,0.624,37496853.0,False,True,False,0,0.0,False,False,1,False,False,0,0,2,0.246,55.9,28.0,83.5,48.3,False,0
True,9,True,0.868,False,False,0.0,False,True,True,0.749,19.2,0.687,3,0.944,1,24,0.745,6988022.0,True,False,False,0,0.0,True,True,1,False,False,0,0,1,0.17,79.7,43.0,72.7,79.4,False,0
True,19,True,0.776,False,False,0.047,False,True,False,0.838,6.4,0.923,0,0.929,0,0,0.85,44306636.0,False,True,True,1,14916172.0,False,False,0,False,False,0,0,1,0.295,88.3,25.0,82.4,83.4,False,1
True,16,False,0.775,False,True,0.873,False,False,False,0.615,16.6,0.672,1,0.627,4,29,0.749,34717519.0,True,False,False,0,0.0,False,False,0,False,False,0,0,2,0.064,55.4,0.0,57.8,84.7,True,0
True,13,True,0.72,False,False,0.0,False,True,False,0.847,7.4,0.714,5,0.97,0,0,0.87,21914543.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,91.3,0.0,68.1,93.5,False,1
True,17,True,0.572,False,True,0.691,False,False,False,0.515,14.4,0.674,4,0.827,0,0,0.634,17317166.0,True,False,False,0,0.0,True,True,0,False,False,0,0,3,0.132,71.6,15.0,69.2,77.9,False,0
True,13,True,0.844,False,True,0.916,False,False,False,0.746,8.4,0.886,0,0.866,1,2,0.89,68802111.0,True,True,False,0,0.0,False,False,0,False,False,0,0,2,0.281,83.8,0.0,89.0,80.5,False,0
True,17,True,0.673,False,False,0.014,False,False,False,0.409,17.3,0.883,4,0.931,0,0,0.846,554312376.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.287,86.4,0.0,74.8,79.8,False,1
True,16,True,0.968,False,False,0.007,False,False,False,0.417,35.9,0.875,2,0.67,1,18,0.871,60930991.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.089,67.5,0.0,83.1,89.1,False,0
True,4,True,0.653,False,False,0.0,False,True,False,0.808,11.8,0.828,1,0.753,1,35,0.739,36677768.0,False,True,False,0,0.0,True,True,0,False,False,0,0,1,0.229,70.2,15.0,75.1,60.7,False,1
True,19,True,0.889,False,True,0.774,False,False,False,0.424,16.5,0.694,12,0.871,0,0,0.914,76507151.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.19,86.2,0.0,77.3,78.9,False,1
True,17,True,0.938,False,True,0.917,False,True,False,1.0,11.2,0.839,1,0.971,0,0,0.731,6322253.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.449,84.4,0.0,90.6,68.2,False,0
True,3,True,0.556,False,True,0.766,False,True,True,0.812,7.8,0.771,2,0.902,0,0,0.874,57211657.0,True,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,87.6,0.0,77.9,67.2,False,1
True,1,True,0.739,False,False,0.056,False,True,True,0.603,11.9,0.863,5,0.7,3,28,0.645,45554781.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.052,58.0,0.0,74.9,45.5,False,0
True,13,True,0.775,False,False,0.0,False,True,False,0.809,10.3,0.629,3,0.931,0,0,0.889,312110755.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.237,89.5,0.0,69.1,84.1,False,1
True,5,True,0.956,False,True,0.882,False,True,True,0.786,12.8,0.811,4,0.653,2,11,0.912,41288465.0,False,True,False,0,0.0,False,False,1,False,False,0,0,1,0.164,69.8,28.0,80.8,66.5,False,1
True,7,True,0.993,False,True,0.855,False,True,True,0.703,25.6,0.882,0,1.0,0,0,0.772,125409758.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.264,85.5,0.0,86.6,73.9,False,0
True,12,True,0.827,False,True,0.925,False,True,False,1.0,6.5,0.744,2,0.98,0,0,0.959,278473988.0,False,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,96.0,0.0,83.0,97.8,False,0
True,16,True,0.877,False,True,0.673,False,False,False,0.462,22.4,0.854,2,0.921,0,0,0.869,15171814.0,True,False,True,2,12153474.0,False,False,0,False,False,0,0,2,0.311,86.0,25.0,81.9,77.1,False,0
True,2,True,0.923,False,True,0.743,False,True,False,1.0,3.5,0.92,2,0.854,1,2,0.91,41783440.0,True,False,True,3,20906684.0,False,False,1,True,False,0,0,1,0.388,84.8,53.0,87.2,48.9,False,0
True,5,True,0.638,False,False,0.0,False,False,False,0.538,19.1,0.97,0,0.939,0,0,1.0,128270531.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.033,93.4,0.0,81.3,71.7,False,0
True,13,True,0.993,False,True,0.743,False,True,True,0.934,8.9,0.873,3,0.845,2,22,0.925,133622726.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.117,81.7,0.0,86.3,85.7,False,1
True,3,True,0.801,False,False,0.0,False,False,False,0.57,14.1,0.922,2,0.967,0,0,0.959,700652967.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.16,94.0,0.0,81.8,59.4,False,0
True,17,True,0.534,False,False,0.0,False,True,False,0.684,10.6,0.914,1,0.897,3,31,0.524,41035145.0,True,False,False,0,0.0,False,False,2,True,False,0,0,0,0.0,63.7,36.0,77.6,94.6,False,0
True,18,True,0.862,True,False,0.077,False,True,False,0.792,5.2,0.928,2,0.89,0,0,1.0,35900832.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.171,93.0,0.0,84.5,82.1,False,1
True,6,True,0.914,False,False,0.0,False,True,True,0.754,15.3,0.799,1,0.957,0,0,0.898,32060694.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.137,90.5,0.0,79.5,62.8,False,1
True,10,True,0.711,False,False,0.0,False,True,False,0.881,8.6,0.618,8,0.772,0,0,0.936,19749242.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.24,83.1,0.0,69.5,75.4,False,0
True,15,True,0.88,False,True,0.942,False,False,False,0.595,12.1,0.841,2,0.991,0,0,0.977,71924783.0,True,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,96.5,0.0,86.3,95.6,False,1
True,4,True,0.972,False,True,0.65,False,True,False,1.0,6.7,0.762,9,0.735,1,2,0.631,4070399.0,True,False,False,0,0.0,False,False,1,True,False,0,0,0,0.0,65.2,28.0,82.7,66.7,False,1
True,17,True,0.536,False,True,0.928,False,True,False,0.646,22.6,0.827,4,0.784,2,34,0.824,23369982.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.236,71.4,0.0,71.7,75.8,False,0
True,14,True,0.859,False,True,0.851,False,True,True,0.841,10.9,0.465,4,0.855,1,40,0.733,30886519.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.395,75.7,0.0,78.4,80.2,False,1
True,1,True,0.676,False,False,0.0,False,False,False,0.604,26.6,0.91,3,0.8,1,15,0.918,7313125.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.086,78.4,0.0,77.4,41.5,False,1
True,19,True,0.89,False,False,0.0,False,False,False,0.537,10.4,0.778,3,0.83,0,0,0.818,17036992.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.22,80.7,0.0,69.8,75.6,False,0
True,15,True,0.763,True,False,0.056,False,True,False,0.763,12.2,0.828,2,0.816,0,0,0.733,67520094.0,False,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,75.8,0.0,75.2,95.4,False,1
True,10,True,0.617,False,True,0.888,False,True,True,0.851,8.4,0.899,3,0.886,0,0,0.791,8930324.0,True,False,False,0,0.0,False,False,0,False,False,0,0,2,0.334,82.9,0.0,83.8,75.7,False,1
True,12,True,0.671,False,True,0.915,False,True,False,0.679,11.2,0.679,4,0.87,0,0,0.703,5553990.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.282,77.6,0.0,68.7,72.2,False,0
True,2,True,0.922,False,True,0.882,False,True,False,0.897,3.7,0.806,5,0.762,3,35,0.541,41834646.0,False,True,False,0,0.0,False,False,2,False,False,0,0,1,0.133,58.1,36.0,82.7,55.3,False,0
True,13,True,0.622,False,True,0.763,False,True,True,0.778,43.5,0.945,0,0.888,0,0,0.825,39182028.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.074,78.7,0.0,85.1,80.7,False,0
True,9,True,0.875,False,False,0.0,False,False,False,0.723,9.4,0.874,2,0.881,2,38,0.73,13678768.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.07,74.7,0.0,79.8,83.0,False,1
True,3,True,0.92,True,True,0.957,True,True,False,0.829,11.8,0.789,5,0.918,1,6,0.885,11658414.0,True,False,False,0,0.0,True,True,1,False,False,0,0,3,0.088,85.8,43.0,85.4,50.3,False,0
